Command,Label
What does Acaudate mean?,Lexicon
What is an antonym of Acnestis?,Lexicon
Define Acquiesce for me,Lexicon
What is a synonym for Adoxography?,Lexicon
What does Agastopia mean?,Lexicon
Give me an antonym for Agelast,Lexicon
What is the definition of Agog?,Lexicon
Can you provide a synonym for Agraffe?,Lexicon
What does Alexithymia mean?,Lexicon
What is an antonym of Algedonic?,Lexicon
Define Anachronism for me,Lexicon
What is a synonym for Anfractuous?,Lexicon
What does Anguilliform mean?,Lexicon
Give me an antonym for Antediluvian,Lexicon
What is the definition of Anthropophagist?,Lexicon
Can you give me a synonym for Apocryphal?,Lexicon
What does Aposiopesis mean?,Lexicon
What is an antonym of Asomatous?,Lexicon
Define Atrabilious for me,Lexicon
What is a synonym for Autochthonous?,Lexicon
What does Avuncular mean?,Lexicon
Give me an antonym for Balter,Lexicon
What is the definition of Bathysmal?,Lexicon
Can you provide a synonym for Blatherskite?,Lexicon
What does Borborygmus mean?,Lexicon
What is an antonym of Bromopnea?,Lexicon
Define Caducity for me,Lexicon
What is a synonym for Caliginous?,Lexicon
What does Callipygian mean?,Lexicon
Give me an antonym for Cenotaph,Lexicon
What is the definition of Chiaroscuro?,Lexicon
Can you give me a synonym for Chiliad?,Lexicon
What does Clinquant mean?,Lexicon
What is an antonym of Colporteur?,Lexicon
Define Concinnity for me,Lexicon
What is a synonym for Conflagration?,Lexicon
What does Contumacious mean?,Lexicon
Give me an antonym for Crapulence,Lexicon
What is the definition of Crepuscular?,Lexicon
Can you provide a synonym for Defenestration?,Lexicon
What does Deipnosophist mean?,Lexicon
What is an antonym of Deliquescent?,Lexicon
Define Desiderium for me,Lexicon
What is a synonym for Dulcinea?,Lexicon
What does Ebullient mean?,Lexicon
Give me an antonym for Eccedentesiast,Lexicon
What is the definition of Effulgent?,Lexicon
Can you give me a synonym for Elucubrate?,Lexicon
What does Emacity mean?,Lexicon
What is an antonym of Emollient?,Lexicon
Define Ephemeral for me,Lexicon
What is a synonym for Erstwhile?,Lexicon
What does Esoteric mean?,Lexicon
Give me an antonym for Exsanguinate,Lexicon
What is the definition of Farrago?,Lexicon
Can you provide a synonym for Fugacious?,Lexicon
What does Fuscous mean?,Lexicon
What is an antonym of Garrulous?,Lexicon
Define Grandiloquent for me,Lexicon
What is a synonym for Hebetude?,Lexicon
What does Hiraeth mean?,Lexicon
Give me an antonym for Iconoclast,Lexicon
What is the definition of Illecebrous?,Lexicon
Can you give me a synonym for Imbroglio?,Lexicon
What does Inchoate mean?,Lexicon
What is an antonym of Insouciant?,Lexicon
Define Insular for me,Lexicon
What is a synonym for Intemerate?,Lexicon
What does Intransigent mean?,Lexicon
Give me an antonym for Irascible,Lexicon
What is the definition of Jactation?,Lexicon
Can you provide a synonym for Jejune?,Lexicon
What does Kakistocracy mean?,Lexicon
What is an antonym of Lagniappe?,Lexicon
Define Lassitude for me,Lexicon
What is a synonym for Leitmotif?,Lexicon
What does Limerence mean?,Lexicon
Give me an antonym for Lugubrious,Lexicon
What is the definition of Machination?,Lexicon
Can you give me a synonym for Mellifluous?,Lexicon
What does Misoneism mean?,Lexicon
What is an antonym of Munificent?,Lexicon
Define Myriad for me,Lexicon
What is a synonym for Nebulous?,Lexicon
What does Nepenthe mean?,Lexicon
Give me an antonym for Nocuous,Lexicon
What is the definition of Nostrum?,Lexicon
Can you provide a synonym for Nugatory?,Lexicon
What does Obdurate mean?,Lexicon
What is an antonym of Obeisance?,Lexicon
Define Obfuscate for me,Lexicon
What is a synonym for Obstreperous?,Lexicon
What does Omphalos mean?,Lexicon
Give me an antonym for Oppugn,Lexicon
What is the definition of Osculation?,Lexicon
Can you give me a synonym for Pabulum?,Lexicon
What does Panglossian mean?,Lexicon
What is an antonym of Panoply?,Lexicon
Define Parapraxis for me,Lexicon
What is a synonym for Pellucid?,Lexicon
What does Penumbra mean?,Lexicon
Give me an antonym for Perfunctory,Lexicon
What is the definition of Perspicacious?,Lexicon
Can you provide a synonym for Phalanx?,Lexicon
What does Philippic mean?,Lexicon
What is an antonym of Phosphenes?,Lexicon
Define Picaresque for me,Lexicon
What is a synonym for Pneumatic?,Lexicon
What does Pogonotrophy mean?,Lexicon
Give me an antonym for Poltroon,Lexicon
What is the definition of Prevaricate?,Lexicon
Can you give me a synonym for Prognosticate?,Lexicon
What does Pulchritude mean?,Lexicon
What is an antonym of Pyrrhic?,Lexicon
Define Quixotic for me,Lexicon
What is a synonym for Recalcitrant?,Lexicon
What does Recondite mean?,Lexicon
Give me an antonym for Redolent,Lexicon
What is the definition of Resplendent?,Lexicon
Can you provide a synonym for Rhadamanthine?,Lexicon
What does Rhadamanthine mean?,Lexicon
What is an antonym of Sagacious?,Lexicon
Define Sartorial for me,Lexicon
What is a synonym for Sesquipedalian?,Lexicon
What does Sibilant mean?,Lexicon
Give me an antonym for Sinecure,Lexicon
What is the definition of Somnolent?,Lexicon
Can you give me a synonym for Specious?,Lexicon
What does Splendiferous mean?,Lexicon
What is an antonym of Struthious?,Lexicon
Define Subterfuge for me,Lexicon
What is a synonym for Supercilious?,Lexicon
What does Susurrus mean?,Lexicon
Give me an antonym for Syzygy,Lexicon
What is the definition of Tantamount?,Lexicon
Can you provide a synonym for Tenebrous?,Lexicon
What does Tintinnabulation mean?,Lexicon
What is an antonym of Transmogrify?,Lexicon
Define Truculent for me,Lexicon
What is a synonym for Tumescent?,Lexicon
What does Turpitude mean?,Lexicon
Give me an antonym for Uxorious,Lexicon
What is the definition of Vacuous?,Lexicon
Can you give me a synonym for Vagary?,Lexicon
What does Verisimilitude mean?,Lexicon
What is an antonym of Vicarious?,Lexicon
Define Vicissitude for me,Lexicon
What is a synonym for Virescent?,Lexicon
What does Vituperate mean?,Lexicon
Give me an antonym for Winsome,Lexicon
What is the definition of Xenodochial?,Lexicon
Can you provide a synonym for Yare?,Lexicon
What does Zephyr mean?,Lexicon
What is an antonym of Zugzwang?,Lexicon
Define Aeipathy for me,Lexicon
What is a synonym for Allegiant?,Lexicon
What does Amaranthine mean?,Lexicon
Give me an antonym for Ambrosial,Lexicon
What is the definition of Anachronous?,Lexicon
What is an antonym of Autochthonous?,Lexicon
Define Batrachomyomachia for me,Lexicon
What is a synonym for Benighted?,Lexicon
What does Bloviate mean?,Lexicon
Give me an antonym for Bucolic,Lexicon
What is the definition of Cacophony?,Lexicon
Can you provide a synonym for Callithumpian?,Lexicon
What does Catachresis mean?,Lexicon
What is an antonym of Celerity?,Lexicon
Define Cynosure for me,Lexicon
What is a synonym for Demagogue?,Lexicon
What does Diaphanous mean?,Lexicon
Give me an antonym for Dilatory,Lexicon
What is the definition of Dulcinea?,Lexicon
Can you give me a synonym for Ebullient?,Lexicon
What does Eccedentesiast mean?,Lexicon
What is an antonym of Effulgent?,Lexicon
Define Elucubrate for me,Lexicon
What is a synonym for Eunoia?,Lexicon
What does Evanescent mean?,Lexicon
Give me an antonym for Eximious,Lexicon
What is the definition of Exsanguinate?,Lexicon
Can you provide a synonym for Farrago?,Lexicon
What does Fugacious mean?,Lexicon
What is an antonym of Fuscous?,Lexicon
Define Garrulous for me,Lexicon
What is a synonym for Grandiloquent?,Lexicon
What does Hebetude mean?,Lexicon
Give me an antonym for Hiraeth,Lexicon
Can you stop the music?,Music
Play the album Voodoo Lounge by The Rolling Stones,Music
Lets get The Shins going,Music
Give me my Pop Hits mix,Music
Play funk music,Music
Move forward to the next track,Music
Bring the audio down,Music
Shuffle Wild West Dark Country playlist,Music
Can you play Shape of You by Ed Sheeran,Music
Play some Post Malone songs,Music
Play the album The Wall,Music
Stop the song,Music
Tone the volume down,Music
Lower the audio output,Music
Lets listen to some AC/DC songs,Music
Play the album American Idiot by Green Day,Music
Can you play Shape of My Heart by Sting?,Music
Pause the track,Music
Skip ahead one track,Music
I want to hear Rocket Man by Elton John,Music
Stop all audio playback,Music
Shuffle my Evening Relaxation playlist,Music
Spin my Funk Favorites playlist,Music
"Volume down, please",Music
Play Uptown Funk by Mark Ronson,Music
Queue up some romantic classical music,Music
Set the volume to 60,Music
Play the album Rumours,Music
Increase the audio volume,Music
Play Sweet Caroline by Neil Diamond,Music
Rewind to the first note and play again,Music
Bring the music volume down,Music
Lets listen to some Kacey Musgraves,Music
Skip to the next track,Music
Turn the volume up to 60,Music
Id love to listen to my Indie Favorites playlist,Music
Lower the music slightly,Music
I want to hear HUMBLE by Kendrick Lamar,Music
Play Wake Me Up by Avicii,Music
Quiet it down a notch,Music
Skip it,Music
I want to listen to the album Achtung Baby by U2,Music
Play some Fleetwood Mac classics,Music
Id like to hear my Classic Rock mix,Music
Play some The Shins songs,Music
Play some The War on Drugs songs,Music
Turn the sound a bit lower,Music
"Next one, please",Music
Lower the music volume,Music
Reduce the audio sound,Music
Play some R and B,Music
Play some k-pop,Music
Lets listen to Kendrick Lamar,Music
Play my Workout Hits playlist,Music
Listen to Nuthin but a G Thang by Dr Dre,Music
Rewind this song to the start,Music
Replay this track,Music
Shuffle Teach relativity to your dog playlist,Music
Pause the tunes now,Music
I want to listen to the album 1989 by Taylor Swift,Music
Please skip ahead,Music
Please stop the music,Music
Rewind to the start and replay,Music
I want to listen to the album Blue and Lonesome by The Rolling Stones,Music
Play some R and B music,Music
Rewind the previous song,Music
Turn the volume down,Music
I want to listen to the album Hotel California by Eagles,Music
Reduce the audio,Music
Lets listen to some Vivaldi,Music
Replay it,Music
Play some New Order,Music
Replay the music from the start,Music
Queue up Lose Yourself by Eminem,Music
Play the album Melodrama by Lorde,Music
Play some Fleetwood Mac,Music
Turn up the sound a little,Music
Make the audio sound lower,Music
Pump up the volume,Music
Play Get Lucky by Daft Punk,Music
Play this tune from the start,Music
Lower the music intensity,Music
Play some childrens music,Music
Turn the volume to 70,Music
Play Golden Age by Late Night Episode,Music
Lets listen to some blues,Music
Play punk music,Music
Give me some Bear Hands,Music
Play some punk music,Music
Play Entertainment by Phoenix,Music
Play some chill tracks,Music
Lets hear the album Madman Across the Water by Elton John,Music
Spin some indie rock,Music
Put on the album 25 by Adele,Music
Play my Study Session playlist,Music
Can you turn it down?,Music
Go back to the beginning,Music
Stop the current tune,Music
Lets hear the album 4 by Beyoncé,Music
Crank the music loud,Music
Please make it less loud,Music
Play some j-rock,Music
Amplify the sound,Music
Please pause playback,Music
Play Post Break-Up Sex by The Vaccines,Music
Play this again from the start,Music
Play grunge music,Music
Play the album Rocketman: Music from the Motion Picture by Elton John,Music
Lets listen to some indie folk,Music
Shuffle my Road Trip Classics playlist,Music
Put on my Morning Motivation playlist,Music
Play Shape of You by Eminem,Music
Turn down the music sound,Music
Put on my Party Mix playlist,Music
Play Frank Sinatra Radio playlist,Music
Play Final Song by MØ,Music
Can you turn it up a bit more?,Music
Put on the album Dookie by Green Day,Music
Rewind to the previous track,Music
Rewind the song and play it again,Music
Shuffle my Funk Grooves playlist,Music
Play some The Black Keys songs,Music
Shuffle my Workout Playlist,Music
Play my Jazz Lounge playlist,Music
Lets hear the album Revolver by The Beatles,Music
Play Metamorphic playlist,Music
Put on the album Future Nostalgia by Dua Lipa,Music
Lets listen to some Frank Sinatra,Music
Skip to the next,Music
Play Sweet Disposition by The Temper Trap,Music
I want to hear Bohemian Rhapsody by Queen,Music
Stop the current music,Music
Dial down the volume,Music
Play some chillstep,Music
Adjust the volume to 0,Music
Play Rolling in the Deep by Eagles,Music
Lets hear my Lazy Sunday playlist,Music
Queue Hotel California live version,Music
Turn down the volume a little more,Music
Queue up some classic rock hits,Music
Raise the volume to 40,Music
Play classical music,Music
Play some indian music,Music
Stop the track please,Music
Rewind to the start,Music
Lets listen to some Dua Lipa,Music
Play some opera,Music
Play Blinding Lights by Lil Nas X,Music
Make it louder,Music
Id like to listen to my Hip-Hop Classics,Music
Set the volume to 80,Music
Start the song again from the beginning,Music
Set the volume to 50,Music
Pause all music right now,Music
"Next up, please",Music
I want to hear Little Lion Man by Mumford and Sons,Music
Play some Grimes,Music
Can you pause the track?,Music
Switch to the next song,Music
Boost the volume,Music
Move on,Music
Next track,Music
I want to hear Alright by Kendrick Lamar,Music
Shuffle Light playlist,Music
Give me my Blues Rock mix,Music
Play some Sir Sly songs,Music
Rewind the track to the start,Music
Shuffle my Folk Favorites playlist,Music
Put on the album Dangerously in Love by Beyoncé,Music
Rewind the song to the start,Music
Play some jazz music,Music
I want to listen to the album Blue Moves by Elton John,Music
Cue my All-time Faves,Music
Shuffle my Party Starters playlist,Music
Can you play Billie Eilish songs?,Music
Play my Driving Songs mix,Music
Put on the album Legend by Bob Marley,Music
Queue up my Acoustic Hits,Music
I want to hear my Rock Classics playlist,Music
Lets hear the album Tattoo You by The Rolling Stones,Music
Turn on Redbone by Childish Gambino,Music
Play Happy by Pharrell Williams,Music
Shuffle my Electronic Essentials playlist,Music
Play the album Revolver,Music
Rewind back,Music
Lower the noise volume,Music
Play Love Story by Taylor Swift,Music
Stop this playback,Music
Rewind to the start of this track,Music
Lets listen to some Bob Marley,Music
Lets hear my Modern Rock mix,Music
Stop the playback please,Music
Turn the sound level up,Music
Can you make it quieter?,Music
Increase the volume a lot,Music
Play some psych-rock,Music
Play Ghost by Badflower,Music
Can you lower it?,Music
Play some Fitz and the Tantrums,Music
Lets hear some electronic dance music,Music
Shuffle the Orchestral Rock Mix playlist,Music
Rewind the music track,Music
Turn the music volume down,Music
Play some ambient tracks,Music
Next track on the list,Music
Lets listen to country music,Music
Replay the previous song,Music
Set the volume to 30,Music
Put on my 80s Rock Anthems,Music
Turn the volume up to 30,Music
Play Uptown Girl by Billy Joel,Music
I want to listen to the album Hybrid Theory by Linkin Park,Music
Shuffle my Chill Playlist,Music
Play some rock and roll,Music
Play Whats Going On by Marvin Gaye,Music
Play the album The Marshall Mathers LP by Eminem,Music
Play Take On Me by A-ha,Music
Id love to hear some psychedelic rock,Music
Rewind and play this music again,Music
Can you shuffle my Relaxation playlist?,Music
Play some Peach Pit,Music
Boost the volume a bit,Music
Return to the beginning,Music
Play Purple Haze by Jimi Hendrix,Music
Can you play Cant Stop the Feeling by Justin Timberlake?,Music
End the music,Music
Play the album Led Zeppelin IV,Music
Play some classical tunes,Music
Play This Is America by Childish Gambino,Music
Play some Eminem songs,Music
Begin the track from the start,Music
Turn up the volume level,Music
I want to listen to the album In the Lonely Hour by Sam Smith,Music
Lets get the Dance Party started,Music
Play the album Graceland by Paul Simon,Music
Lets hear the album Caribou by Elton John,Music
Start the track over from the beginning,Music
Play Electric Feel by MGMT,Music
"Make the sound louder, please",Music
Give me my Rock Legends mix,Music
Lets hear the album Songs in the Key of Life by Stevie Wonder,Music
Start this over from the top,Music
Drop the sound level,Music
stop,Music
Play some punk,Music
I want to listen to the album Led Zeppelin IV by Led Zeppelin,Music
Queue Lover album by Taylor Swift,Music
Rewind the previous track,Music
Rewind and start from the beginning,Music
Play Ways to Go by Grouplove,Music
Id love to hear some old-school country,Music
Play Bohemian Rhapsody by The Beatles,Music
Play 2AM by Bear Hands,Music
Go forward to the next track,Music
Play Viva La Vida by Coldplay,Music
Play Uptown Funk by Adele,Music
Pause the music,Music
Lets hear Piano Man by Billy Joel,Music
Drop the volume,Music
Screw this shit,Music
Turn up the volume a notch,Music
Queue Shape of You by Ed Sheeran,Music
Shuffle my roaring 2020s playlist,Music
Play Sorry by Justin Bieber,Music
Next in queue,Music
Hold the music,Music
Make the sound level higher,Music
Rewind to the start of the song,Music
Put on Linkin Park for me,Music
Play some The Mowglis,Music
Put on my Evening Chill playlist,Music
Lets listen to some Nashville country,Music
Can you play some country music?,Music
Restart this song,Music
Put on the album Reputation by Taylor Swift,Music
Lets listen to some Taylor Swift songs,Music
Next song now,Music
Skip this track,Music
Drop the music volume,Music
Play We Found Love by Rihanna,Music
Crank up some classic blues,Music
Lets listen to some Aretha Franklin,Music
Rewind this track,Music
Id love to hear some Texas blues,Music
How about my Blues Grooves playlist?,Music
Skip this song now,Music
Play some Colony House,Music
Turn down the audio a bit more,Music
Skip this tune,Music
Stop the playback completely,Music
Rewind and start again,Music
Play some tracks from Electronic Vibes,Music
Play some forro,Music
Queue up Happy by Pharrell Williams,Music
Move to the next song,Music
Put on the album Purple Rain,Music
Rewind to the start and play,Music
Play Jazz but with a microLED playlist,Music
Play some pop-film soundtracks,Music
Play Firestone by Kygo,Music
Play Stairway to Heaven by Led Zeppelin,Music
Next song,Music
Play Deans Love Songs playlist,Music
Shuffle my Reggae Vibes playlist,Music
Play This Is Jake Daniels playlist,Music
Pause this song,Music
Play some lively salsa music,Music
Lets hear the album Automatic for the People by REM,Music
"Skip this one, please",Music
Advance to the next track,Music
Turn the volume up a bit more,Music
Lets hear the album Exile on Main St by The Rolling Stones,Music
Play some cantopop,Music
Turn up the volume a bit,Music
Go back to the start of the song,Music
Rewind to the top,Music
I want to listen to the album Rumours by Fleetwood Mac,Music
Play some Oh Wonder,Music
Next track right away,Music
I want to hear some classic rock,Music
Rewind and replay the song,Music
Shuffle the Night Chill playlist,Music
Stop the audio now,Music
Play it from the top,Music
Rewind this song to the beginning,Music
Could you play Phoenix for me?,Music
Play Shallow by Lady Gaga,Music
Go back to the previous song,Music
Set the volume to 95,Music
Play Landslide by Fleetwood Mac,Music
Next track right now,Music
Rewind and play the music again,Music
Can you move on?,Music
Play some Adele songs,Music
Put on some rap music,Music
Reduce the volume,Music
Play Work by Rihanna,Music
Turn on Ambient Chill playlist,Music
Reduce the sound level,Music
Play Post Apocalyptic Playlist,Music
Go to the next song,Music
Shuffle the Doggone Good playlist,Music
Cease the music,Music
Please turn the audio down,Music
Pause all music,Music
Lets hear the album Born to Run by Bruce Springsteen,Music
Play Blue Monday by New Order,Music
Shuffle my Chill Vibes playlist,Music
Increase the volume slightly,Music
Play Shape of You by Ed Sheeran,Music
I want to hear songs by MGMT,Music
I want to hear Stay with Me by Sam Smith,Music
Dim the volume,Music
Raise the sound,Music
Please end the music,Music
Play some iranian music,Music
Play Undercover Martyn by Two Door Cinema Club,Music
Stop the song now,Music
Play some Mondo Cozmo,Music
Lower the sound a little more,Music
Play it back,Music
Increase the volume to 5,Music
Lets listen to some Mumford and Sons,Music
Increase the volume a bit,Music
Play Just Give Me a Reason by Pink,Music
Decrease the music volume,Music
Play some anime music,Music
Id like to listen to my Electronic Essentials playlist,Music
Stop all tracks,Music
Play some The Beatles songs,Music
Spin some baroque classical,Music
Shuffle the Engineering Ingenuity playlist,Music
Play the album Future Nostalgia by Dua Lipa,Music
Skip this track entirely,Music
Play Teenage Dream by Katy Perry,Music
Queue up All of Me by John Legend,Music
Play Bicycle by Declan McKenna,Music
Set the volume to 15,Music
I want to hear some reggae,Music
Play 70s Mix playlist,Music
Rewind to the start of the previous track,Music
Play Voce dItalia playlist,Music
Play the album 21,Music
Play some classical,Music
Raise the audio level,Music
Play some alternative music,Music
Stop the track,Music
Lets hear The War on Drugs,Music
Play Get Out by CHVRCHES,Music
Amplify the music,Music
Play Dreams by Fleetwood Mac,Music
Stop playing the current audio,Music
Restart the track,Music
Lower the sound,Music
Play some Arctic Monkeys,Music
Go to the next track,Music
Boost the sound level,Music
Rewind to the start of the tune,Music
Play Lose Yourself by Michael Jackson,Music
Stop the current track immediately,Music
Play my Sunday Morning playlist,Music
Play some Young the Giant tracks,Music
Play Stay With Me by Sam Smith,Music
Id like to listen to Tame Impala,Music
Turn the volume a bit lower,Music
Shuffle Sad playlist,Music
Put on the album Beggars Banquet by The Rolling Stones,Music
Can you play Havana by Camila Cabello?,Music
Replay this song,Music
Play some rock music,Music
Rewind to the first beat and play again,Music
Turn the audio volume lower,Music
Shuffle my Chill Hits playlist,Music
Play Mind Over Matter by Young the Giant,Music
Start the song from the top,Music
Play my Modern Blues mix,Music
Skip to the next song in queue,Music
Give me some electric blues,Music
Shuffle my Study Music playlist,Music
Play this song again,Music
Lower the volume a notch,Music
Start the Evening Acoustics playlist,Music
Play some Passion Pit,Music
Adjust the volume to 70,Music
Play Silvertongue by Young the Giant,Music
Make the audio quieter,Music
Lets get some Latin jazz going,Music
How about my Blues Rock Anthems?,Music
Play Best Day of My Life by American Authors,Music
"Next tune, please",Music
Give me some punk rock,Music
Fuck off and stop the music,Music
Turn the volume down to 10,Music
Play some new releases,Music
Can you quiet it down?,Music
Raise the sound level,Music
Adjust the volume to 100,Music
Play Hotel California by Eagles,Music
Shuffle the Villain mode activated playlist,Music
Lets listen to some Daft Punk songs,Music
I want to hear Green Light by Lorde,Music
Play some Lil Nas X songs,Music
Play Shape of You by The Beatles,Music
Pause the audio,Music
Rewind to the last track,Music
Stop the current track,Music
Id like to listen to my 90s Hits playlist,Music
Lets hear the album Hot Fuss by The Killers,Music
I want to hear So What by Miles Davis,Music
Play Hey Jude by Adele,Music
Boost the music volume,Music
Rewind the tune,Music
Turn down the music volume,Music
Lets listen to Surfer Blood,Music
Play some alt-rock,Music
Play Oldies playlist,Music
Queue up Bohemian Rhapsody by Queen,Music
Go back to the start and play,Music
Shuffle the Night Drive playlist,Music
Adjust the volume to 95,Music
Advance to the next track in line,Music
Replay this audio,Music
Skip this song,Music
Raise the sound volume,Music
Skip forward to the next song,Music
Please pause the music,Music
Queue up my Smooth Jazz playlist,Music
Play the song again from the beginning,Music
Turn the volume lower,Music
Can you put on my Funky Beats playlist?,Music
I want to hear Cant Help Falling in Love by Elvis Presley,Music
Queue up my Hard Rock Anthems,Music
Skip this part,Music
Set the volume to 85,Music
Make the music louder,Music
How about my Country Roads playlist?,Music
Play some new-age music,Music
Id like to listen to some bebop jazz,Music
Play some german music,Music
Lets listen to some folk music,Music
Play Cant Stop the Feeling! by Justin Timberlake,Music
Lets get my Workout Motivation mix,Music
Queue up my Chillwave Beats,Music
Make the sound louder,Music
Play the album Nevermind,Music
Play some Arcade Fire songs,Music
Turn the volume down a little,Music
Increase the audio output,Music
Start the track from the top,Music
Hold the playback,Music
Raise the sound a bit,Music
Play some John Legend songs,Music
I want to hear the Italiana Romantica playlist,Music
Listen to the Coffeehouse Chill playlist,Music
I need upbeat workout songs,Music
Turn down the volume,Music
Play some Foster the People,Music
Shuffle my Indie Vibes playlist,Music
Play some Crystal Castles,Music
Pause the current tunes,Music
Jump ahead to the next song,Music
Play Make It Right by The Real Zebos,Music
Play the album Golden Hour by Kacey Musgraves,Music
Start the song from the beginning,Music
Play from the beginning,Music
Back to the first note,Music
Skip the current track,Music
Pause the current audio,Music
Start the Disco Fever playlist,Music
Play some The Japanese House tracks,Music
Can you move to the next song?,Music
Can you go to the next song?,Music
Play my Golden Oldies playlist,Music
Take the volume down a notch,Music
Put on the album Melodrama by Lorde,Music
I want to listen to the album BEYONCÉ by Beyoncé,Music
Play Technicolour Beat by Oh Wonder,Music
I want to listen to the album Lemonade by Beyoncé,Music
Play the album ÷ by Ed Sheeran,Music
Start the music over,Music
Play I Will Always Love You by Whitney Houston,Music
Give me some 80s pop hits,Music
Set the volume to 5,Music
Queue up Rockstar by Post Malone,Music
Play Love It If We Made It by The 1975,Music
Jump to the next one,Music
Play some The Royal Concept,Music
Play Someone Like You by Adele,Music
Play some french music,Music
Stop all music playback,Music
Jump to the next track,Music
Play Best Friend by Foster the People,Music
Lets listen to some Metallica,Music
Shuffle Jazz Lofi Vibes playlist,Music
Lower the music a bit,Music
I want to hear The Thrill Is Gone by BB King,Music
Reduce the music level,Music
Rewind the audio,Music
Play some tracks from Feel Good Friday,Music
Put on some Vampire Weekend music,Music
Play some soul music,Music
Play it again,Music
Shuffle Voce dItalia playlist,Music
Pause all audio,Music
Give me my Classical Relaxation mix,Music
Skip to the next tune,Music
Play Sweet Child O Mine by Guns N Roses,Music
Skip over this,Music
Play some post-dubstep,Music
Play Black Mambo by Glass Animals,Music
Id like to hear some Happy Hits,Music
Play the album Dark Side of the Moon,Music
Drop the volume a little,Music
Play Shape of You by Billie Eilish,Music
Play the album Dark Side of the Moon by Pink Floyd,Music
Queue up my Country Classics,Music
Shuffle my Morning Boost playlist,Music
Listen to the Classical Essentials playlist,Music
"Skip this, go to the next",Music
Lets get my Chill Beats playlist,Music
Turn the volume down slightly more,Music
Play Young Lion by Vampire Weekend,Music
Play Crystals by Of Monsters and Men,Music
Play Circles by Post Malone,Music
Shuffle the Light playlist,Music
Play some j-pop,Music
Play some Kygo,Music
Play Locked Out of Heaven by Bruno Mars,Music
Can you go forward?,Music
Pause the song for a bit,Music
Play Imagine by John Lennon,Music
Id like to listen to my Jazz Essentials,Music
Rewind the track and play again,Music
Move to the next audio,Music
Turn the music volume lower,Music
Adjust the volume to 65,Music
Pump up the audio,Music
Please make the audio quieter,Music
Replay the track please,Music
Raise the volume a little,Music
"Volume up, please",Music
Can you put on some bluegrass country?,Music
Put on the album Sigh No More by Mumford and Sons,Music
Play Let Her Go by Passenger,Music
Play the next track,Music
Rewind to the first note,Music
Can you lower the music?,Music
Lets listen to some Miles Davis,Music
Queue up some chamber classical music,Music
Play Hotline Bling by Drake,Music
Put on the album 19 by Adele,Music
Please increase the sound,Music
Replay the last track,Music
Lets listen to some Kendrick Lamar,Music
Turn the volume to 15,Music
Replay the audio from the beginning,Music
Play Blame It on Me by Adele,Music
How about my Morning Yoga playlist?,Music
Turn the volume higher,Music
Next song in the list,Music
Replay this song from the beginning,Music
Give me my Alternative Rock mix,Music
Queue the Rainy Day Jazz playlist,Music
Lets hear the album OK Computer by Radiohead,Music
Lets hear that again,Music
Play some chill-out tracks,Music
Turn it up,Music
Rewind to the first note and replay,Music
Lower the volume slightly more,Music
Set the volume to 90,Music
Pause all songs,Music
Play some death-metal,Music
I want to hear my Reggae Vibes playlist,Music
Can you raise the music volume?,Music
Make the music less loud,Music
Can you turn it down a bit?,Music
Turn the sound lower,Music
Can you bring down the volume?,Music
Shuffle my Morning Motivation playlist,Music
Turn up the audio,Music
Play Light My Fire by The Doors,Music
Skip this tune immediately,Music
Rewind to the previous tune,Music
Turn on my Morning Workout playlist,Music
Rewind the music track to the beginning,Music
Lower the music sound,Music
Shuffle my Relaxation playlist,Music
How about some Andrew McMahon in the Wilderness?,Music
Next up,Music
I want to hear Let It Go by Idina Menzel,Music
Skip forward,Music
Play Blame It on Me by The Weeknd,Music
Im in the mood for Mozart,Music
Play some punk-rock,Music
Crank up the volume a bit,Music
Play Midnight City by M83,Music
Play Cecilia and the Satellite by Andrew McMahon in the Wilderness,Music
Rewind this track to the start,Music
Rewind to the start of this song,Music
Please make it quieter,Music
Decrease the volume to 70,Music
Turn the music down a bit,Music
Next song up,Music
Put on the album The Wall by Pink Floyd,Music
Play Not in Love by Crystal Castles,Music
Start the track again,Music
Play Cheap Thrills by Sia,Music
Skip over this song,Music
Play All About That Bass by Meghan Trainor,Music
Spin some The 1975,Music
Rewind to the first beat,Music
Replay this music from the start,Music
Pause playback,Music
Play the album The Dark Side of the Moon,Music
Reduce the sound,Music
Can you lower the sound?,Music
Begin from the top,Music
Play some Glass Animals music,Music
Go back and replay,Music
Turn up the volume,Music
Queue up my Blues Essentials,Music
Crank up the audio,Music
Put on some upbeat dance music,Music
Skip this one,Music
Turn the volume level up,Music
Rewind the current track to the start,Music
Rewind and replay this track,Music
Queue up Bohemian Like You by The Dandy Warhols,Music
Skip over this one,Music
Play some dub music,Music
Listen to Kiss by Prince,Music
Queue Despacito by Luis Fonsi,Music
Play some CHVRCHES,Music
Turn up the sound,Music
Can you put on Arcade Fire?,Music
Queue Blank Space by Taylor Swift,Music
Play Fast Classical Mix playlist,Music
Turn down the sound volume,Music
Play party hits for a good time,Music
Jump to the next song,Music
Play some metal,Music
Lower the volume to 60,Music
Reduce the noise output,Music
Replay the last song,Music
Lower the audio,Music
Go to the next,Music
Play some IDM,Music
Turn on some soothing spa music,Music
Play some Wolf Alice,Music
Play some M83,Music
Play Old Town Road by Lil Nas X,Music
Play Cant Hold Us by Macklemore and Ryan Lewis,Music
Play Bohemian Rhapsody by The Weeknd,Music
